node,frm_value,to_value,rank_effect,count
7,1,2,-1,490661
7,1,3,-1,490661
7,1,4,-1,490661
7,2,0,-1,490661
7,2,1,-1,490661
7,2,3,-1,490661
7,2,4,-1,490661
7,3,0,-1,490661
7,3,1,-1,490661
7,3,2,-1,490661
7,3,4,-1,490661
7,4,0,-1,490661
7,4,1,-1,490661
7,4,2,-1,490661
7,4,3,-1,490661
8,0,1,-3,5760
8,0,2,-3,5760
8,0,3,-3,5760
8,0,4,-3,5760
8,1,0,-3,5760
8,1,2,-3,5760
8,1,3,-3,5760
8,1,4,-3,5760
8,2,0,-3,5760
8,2,1,-3,5760
8,2,3,-3,5760
8,2,4,-3,5760
8,3,0,-3,5760
8,3,1,-3,5760
8,3,2,-3,5760
8,3,4,-3,5760
8,4,0,-3,5760
8,4,1,-3,5760
8,4,2,-3,5760
8,4,3,-3,5760
8,0,1,-2,104072
8,0,2,-2,104072
8,0,3,-2,104072
8,0,4,-2,104072
8,1,0,-2,104072
8,1,2,-2,104072
8,1,3,-2,104072
8,1,4,-2,104072
8,2,0,-2,104072
8,2,1,-2,104072
8,2,3,-2,104072
8,2,4,-2,104072
8,3,0,-2,104072
8,3,1,-2,104072
8,3,2,-2,104072
8,3,4,-2,104072
8,4,0,-2,104072
8,4,1,-2,104072
8,4,2,-2,104072
8,4,3,-2,104072
8,0,1,-1,506421
8,0,2,-1,506421
8,0,3,-1,506421
8,0,4,-1,506421
8,1,0,-1,506421
8,1,2,-1,506421
8,1,3,-1,506421
8,1,4,-1,506421
8,2,0,-1,506421
8,2,1,-1,506421
8,2,3,-1,506421
8,2,4,-1,506421
8,3,0,-1,506421
8,3,1,-1,506421
8,3,2,-1,506421
8,3,4,-1,506421
8,4,0,-1,506421
8,4,1,-1,506421
8,4,2,-1,506421
8,4,3,-1,506421
9,0,1,-3,10688
9,0,2,-3,10688
9,0,3,-3,10688
9,0,4,-3,10688
9,1,0,-3,10688
9,1,2,-3,10688
9,1,3,-3,10688
9,1,4,-3,10688
9,2,0,-3,10688
9,2,1,-3,10688
9,2,3,-3,10688
9,2,4,-3,10688
9,3,0,-3,10688
9,3,1,-3,10688
9,3,2,-3,10688
9,3,4,-3,10688
9,4,0,-3,10688
9,4,1,-3,10688
9,4,2,-3,10688
9,4,3,-3,10688
9,0,1,-2,124737
9,0,2,-2,124737
9,0,3,-2,124737
9,0,4,-2,124737
9,1,0,-2,124737
9,1,2,-2,124737
9,1,3,-2,124737
9,1,4,-2,124737
9,2,0,-2,124737
9,2,1,-2,124737
9,2,3,-2,124737
9,2,4,-2,124737
9,3,0,-2,124737
9,3,1,-2,124737
9,3,2,-2,124737
9,3,4,-2,124737
9,4,0,-2,124737
9,4,1,-2,124737
9,4,2,-2,124737
9,4,3,-2,124737
9,0,1,-1,493505
9,0,2,-1,493505
9,0,3,-1,493505
9,0,4,-1,493505
9,1,0,-1,493505
9,1,2,-1,493505
9,1,3,-1,493505
9,1,4,-1,493505
9,2,0,-1,493505
9,2,1,-1,493505
9,2,3,-1,493505
9,2,4,-1,493505
9,3,0,-1,493505
9,3,1,-1,493505
9,3,2,-1,493505
9,3,4,-1,493505
9,4,0,-1,493505
9,4,1,-1,493505
9,4,2,-1,493505
9,4,3,-1,493505
