Iteration,0,1,2,3,4,5,6,7,8
134,29,23,21,33,55,27,25,41,21
135,20,34,20,60,54,22,36,30,38
136,41,35,51,67,31,39,37,37,35
137,27,43,39,51,47,53,37,45,37
138,25,47,35,29,39,33,41,39,37
139,32,38,24,46,60,50,30,26,34
140,28,32,26,46,36,36,34,28,24
141,38,46,30,50,36,52,44,30,48
142,51,31,27,61,21,21,19,27,33
143,33,21,57,29,19,31,23,19,17
144,26,22,36,40,28,22,20,30,42
145,42,42,46,42,54,30,38,48,44
146,44,48,36,30,28,44,16,22,32
147,20,18,80,54,68,32,22,38,24
148,41,23,29,55,31,49,53,41,29
149,27,23,39,47,23,33,31,17,29
150,45,49,39,69,57,41,39,37,33
151,33,35,47,51,45,25,17,19,47
152,44,36,74,46,50,34,66,28,36
153,50,34,52,40,38,46,42,42,24
154,19,39,41,31,35,29,29,39,35
155,62,34,28,54,38,46,44,46,36
156,13,13,11,51,25,19,23,13,17
157,41,33,41,57,37,75,43,33,35
158,33,37,33,55,63,31,47,41,29
159,49,35,45,53,33,43,45,33,43
160,36,52,38,32,36,44,36,34,36
161,53,35,31,51,23,29,39,49,37
162,43,25,49,15,25,37,15,27,21
163,29,31,59,29,35,29,23,37,23
164,34,26,54,52,38,58,68,32,38
165,53,31,63,49,35,71,43,35,51
166,35,35,59,29,29,39,37,33,37
167,37,37,35,29,27,55,39,39,35
168,33,49,51,51,45,57,57,51,45
169,42,26,24,42,46,48,32,28,48
170,30,32,64,32,44,48,66,32,24
171,30,24,80,40,30,28,52,38,28
172,30,24,36,26,22,36,28,34,40
173,54,40,34,66,20,32,34,38,26
174,21,23,55,15,35,37,47,21,21
175,31,39,61,53,27,25,27,27,19
176,41,43,47,31,55,37,43,37,51
177,31,37,47,31,41,59,37,49,55
178,35,29,43,25,21,33,29,31,39
179,48,28,38,40,60,30,36,48,34
180,37,31,59,35,59,33,41,23,57
181,30,50,30,44,48,42,28,28,34
182,44,52,78,58,62,58,48,36,42
183,41,37,55,49,31,31,49,33,33
184,31,33,39,45,59,27,39,37,37
185,25,39,53,47,41,41,27,65,51
186,29,27,37,27,55,45,39,29,33
187,36,26,54,52,24,32,34,26,40
188,39,25,41,39,35,31,29,31,27
189,36,18,40,26,32,22,32,34,24
190,23,35,33,53,45,39,47,29,57
191,28,24,60,52,54,40,60,36,38
192,32,42,42,68,52,52,36,30,28
193,35,39,27,43,35,53,27,33,53
194,47,59,43,33,41,57,33,49,37
195,23,25,21,45,21,49,47,23,29
196,29,35,55,43,59,39,31,31,37
197,34,34,32,30,68,50,32,50,34
198,67,41,99,67,49,47,43,35,31
199,10,20,26,28,26,48,44,26,14
200,17,53,45,29,57,31,37,29,39
201,27,39,67,67,51,23,33,29,45
202,37,33,23,53,37,49,45,35,29
203,24,28,46,36,32,20,44,38,20
204,33,33,53,43,39,25,31,41,39
205,30,14,34,22,36,34,42,28,22
206,21,29,41,41,55,41,31,53,25
207,31,45,33,57,69,45,49,43,31
208,39,41,49,51,39,43,39,29,37
209,29,23,29,31,37,41,25,27,41
210,12,12,34,22,26,36,16,28,14
211,37,41,51,43,37,49,33,47,43
212,35,39,31,33,29,29,39,25,39
213,44,34,34,48,28,64,64,32,34
214,57,33,49,35,37,41,43,27,39
215,40,20,18,20,46,22,24,42,48
216,53,29,37,45,47,23,31,27,37
217,52,28,34,76,84,50,30,50,38
218,51,21,49,43,53,29,47,37,33
219,17,19,39,13,35,21,21,49,19
220,46,34,26,46,50,34,32,30,20
221,26,32,48,50,26,50,34,50,34
222,39,53,77,73,49,45,63,23,31
223,42,56,50,78,28,34,46,34,38
224,39,35,45,37,57,37,29,25,27
225,81,41,47,35,59,37,49,43,47
226,41,19,31,31,17,23,21,41,23
227,46,38,42,52,66,42,46,48,44
228,40,50,44,62,34,56,72,44,38
229,26,48,34,54,38,50,28,34,32
230,28,32,22,68,36,40,58,22,20
231,28,32,84,52,36,32,36,38,40
232,42,40,46,70,40,54,36,18,26
233,21,43,41,41,33,45,35,31,29
234,54,24,40,36,50,22,72,22,24
235,32,28,28,36,40,28,52,40,30
236,43,37,39,41,29,35,57,21,45
237,30,26,60,56,38,36,34,20,36
238,36,28,36,36,24,36,32,28,26
239,24,40,36,64,50,40,32,38,28
240,37,41,89,65,43,55,39,57,29
241,34,52,42,36,64,20,42,38,30
242,43,25,53,53,35,31,55,25,37
243,27,43,47,47,65,45,49,25,37
244,28,44,72,40,66,32,36,48,54
245,37,51,41,39,49,37,45,29,35
246,39,41,49,69,65,31,55,43,45
247,39,41,31,41,43,41,47,47,33
248,52,42,20,72,58,46,44,38,44
249,39,33,45,97,31,43,65,53,45
250,38,42,48,58,36,36,30,30,46
251,34,38,38,50,24,32,36,36,44
252,22,20,38,20,24,22,38,24,30
253,26,40,36,58,40,38,30,34,26
254,43,49,49,51,45,47,33,41,61
255,37,59,35,71,51,47,27,33,39
256,31,37,55,45,39,41,55,29,31
257,32,60,34,70,28,42,46,32,50
258,40,20,38,34,34,24,50,22,20
259,47,35,39,33,35,27,57,49,31
260,34,50,44,46,46,48,30,34,46
261,37,43,51,79,71,35,43,61,35
262,34,34,64,36,58,36,38,44,44
263,42,36,44,44,48,32,48,52,48
264,26,48,26,48,42,42,28,32,24
265,46,38,42,44,44,34,42,26,48
266,50,46,38,54,26,58,44,28,50
267,34,28,42,34,44,26,32,42,42
268,33,43,77,51,49,45,39,47,55
269,41,71,53,41,37,59,39,45,43
270,43,41,27,39,43,35,29,43,39
271,48,34,30,88,38,36,26,32,46
272,30,30,36,30,28,22,34,48,22
273,28,30,26,30,36,42,28,20,24
274,31,35,41,53,37,45,41,35,43
275,35,33,33,41,33,61,45,23,23
276,41,49,35,55,23,43,51,37,35
277,39,47,51,33,39,43,49,53,29
278,36,24,44,18,22,32,26,18,18
279,29,21,43,33,31,31,27,31,19
280,43,39,55,45,45,29,35,35,45
281,36,28,44,46,28,22,32,30,38
282,37,51,39,41,35,43,73,27,39
283,32,24,50,50,40,42,36,28,40
284,23,47,63,51,53,41,43,35,33
285,25,19,45,61,27,33,27,49,25
286,23,23,33,33,35,49,29,35,17
287,30,30,42,38,40,28,54,28,30
288,50,54,46,56,46,52,36,30,60
289,44,48,56,38,30,44,32,50,38
290,37,39,67,35,27,35,39,53,21
291,42,32,30,46,24,42,54,48,30
292,33,25,43,45,41,21,37,39,23
293,27,35,33,47,49,57,45,47,51
294,44,54,40,52,20,34,30,30,38
295,28,22,20,18,44,30,34,28,34
296,29,33,45,31,35,33,39,37,33
297,58,30,46,30,28,36,40,40,32
298,34,30,22,44,40,42,36,26,28
299,39,37,45,29,47,23,37,31,37
300,34,34,44,50,36,30,34,36,34
301,27,25,45,49,43,33,37,29,31
302,35,35,39,61,39,53,39,55,39
303,54,52,40,44,52,36,32,54,42
304,46,46,44,42,64,30,40,32,54
305,42,34,38,70,56,62,60,50,46
306,18,28,24,40,26,18,20,14,28
307,53,27,43,33,37,39,31,33,41
308,34,54,46,48,44,32,42,34,44
309,41,49,49,61,31,37,39,41,35
310,70,44,40,46,56,60,70,36,40
311,35,41,55,33,35,33,43,39,35
312,35,21,47,47,33,13,37,23,37
313,44,18,36,52,32,26,42,30,26
314,23,27,29,23,21,37,33,35,35
315,34,46,54,36,28,52,46,34,62
316,30,36,36,30,40,50,60,34,38
317,30,58,24,28,36,66,38,38,30
318,41,31,37,45,53,45,43,29,43
319,42,34,54,50,42,40,34,54,26
320,38,50,58,48,52,40,58,40,42
321,15,29,19,23,27,29,27,27,31
322,27,19,33,13,11,37,25,31,21
323,38,28,66,42,32,26,32,32,26
324,37,39,59,63,47,27,31,45,35
325,59,35,49,39,43,47,43,49,39
326,39,43,33,21,37,29,31,19,39
327,47,33,45,41,51,47,43,37,31
328,51,41,33,35,25,49,31,45,29
329,52,48,30,60,30,48,46,30,28
330,29,33,37,55,41,39,25,27,27
331,27,63,27,25,45,27,39,39,43
332,48,46,34,24,34,36,32,24,46
333,29,31,47,39,35,43,27,51,47
334,37,37,53,61,45,33,41,35,29
335,43,49,37,33,27,37,41,27,41
336,60,50,44,46,38,34,44,22,46
337,35,45,47,31,47,51,19,31,29
338,39,43,61,59,57,47,41,37,37
339,32,36,30,42,40,34,16,34,24
340,44,34,52,58,70,28,62,46,26
341,47,45,45,41,25,65,25,35,33
342,37,35,37,49,97,35,41,51,45
343,12,12,18,14,28,18,20,12,16
344,62,30,38,30,36,42,32,32,26
345,27,21,31,37,25,21,19,27,27
346,40,42,32,38,46,42,48,44,42
347,42,42,54,46,54,54,40,38,32
348,34,26,20,32,56,30,42,28,22
349,29,41,47,53,35,33,49,27,21
350,29,35,39,53,27,39,53,23,37
351,48,46,38,42,48,34,34,34,26
352,34,40,66,28,64,36,28,38,28
353,27,27,33,89,37,39,57,59,47
354,58,26,30,30,44,38,24,26,28
355,50,46,54,58,50,36,42,28,34
356,40,38,40,36,26,38,48,42,46
357,23,19,29,23,45,19,21,21,41
358,38,42,42,44,38,46,26,48,38
359,40,34,42,32,48,46,50,32,36
360,34,38,30,70,66,26,26,26,30
361,38,36,34,30,36,44,72,30,26
362,31,41,49,45,31,33,53,31,37
363,36,18,26,44,20,60,24,40,38
364,27,29,63,27,39,43,35,29,35
365,34,34,32,40,52,32,36,44,24
366,20,26,36,56,34,30,46,32,34
367,37,41,71,51,51,43,37,43,43
368,57,41,41,35,39,33,59,59,37
369,40,38,64,26,40,42,36,32,32
370,24,40,16,34,34,30,24,20,52
371,13,23,23,41,43,19,49,19,17
372,36,46,30,70,34,34,38,38,24
373,28,36,34,36,54,38,44,32,36
374,31,39,93,39,49,59,27,51,33
375,39,25,35,29,43,27,41,21,23
376,43,39,41,57,35,33,41,43,27
377,23,39,33,43,47,33,33,29,31
378,35,41,57,49,43,37,41,27,37
379,22,40,54,42,62,50,48,30,24
380,59,41,39,37,31,53,59,45,39
381,18,34,44,40,50,34,38,16,20
382,24,44,36,34,54,36,36,30,30
383,27,31,61,43,39,33,47,45,33
384,44,44,28,34,38,30,36,26,42
385,29,41,31,51,31,37,51,31,53
386,64,48,52,46,28,48,50,34,32
387,36,48,42,56,54,28,56,48,38
388,25,27,43,35,31,31,37,25,27
389,29,29,41,37,37,25,23,29,55
390,31,21,45,39,33,25,25,31,41
391,31,37,45,33,41,29,33,25,25
392,21,19,41,23,49,25,19,15,33
393,48,48,38,38,64,40,54,22,32
394,35,43,37,45,37,35,49,49,47
395,27,23,13,23,37,27,27,27,31
396,33,33,29,59,37,41,29,35,33
397,39,33,39,47,29,51,35,45,37
398,34,44,42,36,42,28,48,38,26
399,30,30,42,44,56,18,38,40,44
400,27,27,49,55,39,39,51,53,37
401,40,28,30,58,32,44,48,50,32
402,39,65,63,33,43,45,39,43,37
403,36,14,34,28,34,18,12,34,28
404,54,44,30,56,60,46,32,42,40
405,46,42,32,38,44,28,28,20,30
406,42,30,28,38,18,34,26,28,34
407,58,22,38,94,44,32,50,30,34
408,38,26,48,48,44,38,64,18,32
409,70,54,38,46,36,40,34,40,40
410,43,35,27,45,59,41,37,59,47
411,42,44,48,36,32,30,34,26,38
412,53,41,55,31,47,37,21,21,43
413,28,30,60,42,34,28,38,38,24
414,49,43,49,53,51,57,67,31,33
415,43,37,27,47,25,41,29,39,45
416,32,28,30,32,30,16,28,26,38
417,44,14,36,28,52,18,38,26,26
418,38,34,28,36,38,36,52,40,42
419,68,44,52,44,36,38,38,44,42
420,47,19,41,67,29,39,33,39,23
421,37,21,21,53,31,31,49,23,39
422,34,46,48,46,40,22,38,28,26
423,34,22,18,30,24,30,30,16,22
424,40,36,64,34,62,60,30,30,38
425,40,52,26,42,52,52,38,36,42
426,73,43,59,67,29,63,49,45,47
427,23,29,51,35,29,19,35,15,21
428,35,47,51,49,39,39,39,35,25
429,41,41,51,33,33,33,33,33,51
430,44,44,16,40,34,46,26,22,28
431,24,30,56,38,34,30,36,26,36
432,34,26,32,30,48,18,34,26,42
433,38,38,60,66,38,58,34,28,30
434,41,35,37,57,45,59,53,33,39
435,37,29,39,53,27,23,25,27,39
436,42,36,42,78,40,38,36,46,38
437,41,33,35,69,37,55,41,33,41
438,41,41,35,57,27,21,45,19,45
439,19,39,51,39,25,25,31,39,37
440,24,24,32,22,68,26,18,20,32
441,23,49,35,53,27,53,25,27,45
442,45,33,35,49,45,35,35,39,31
443,36,38,26,52,88,52,40,26,24
444,32,50,48,38,54,52,44,36,32
445,54,42,56,66,32,48,46,36,48
446,40,30,28,50,32,34,38,52,32
447,51,45,51,35,47,41,41,37,39
448,20,16,22,26,34,24,50,20,26
449,30,26,40,42,28,52,48,30,42
450,39,61,51,31,57,21,21,53,37
451,42,34,44,22,32,44,48,26,32
452,49,37,59,59,45,57,43,55,49
453,46,26,72,54,34,40,32,36,52
454,34,42,40,32,88,38,36,40,30
455,28,42,58,40,32,28,38,42,48
456,37,35,35,41,43,41,33,57,31
457,26,22,58,70,52,32,50,28,24
458,40,40,56,40,28,54,40,56,46
459,48,24,18,32,18,50,20,28,36
460,33,51,31,47,37,17,37,29,39
461,27,35,57,35,61,43,47,53,41
462,22,36,48,42,24,50,30,24,44
463,35,25,27,51,33,35,29,33,45
464,30,28,42,40,58,50,46,30,44
465,51,17,33,41,39,33,37,27,49
466,52,18,30,24,38,32,36,16,38
467,31,31,39,31,47,43,39,31,31
468,38,36,46,32,24,38,38,32,34
469,24,30,32,44,32,26,26,24,38
470,30,32,30,50,40,48,24,36,42
471,31,41,47,23,31,37,39,31,33
472,41,37,49,39,73,45,35,29,39
473,22,30,22,26,24,28,56,20,22
474,55,49,49,43,43,39,51,37,51
475,27,31,45,35,31,43,45,35,23
476,29,35,49,49,37,33,29,33,37
477,40,56,56,68,32,34,54,24,36
478,27,25,51,39,51,21,51,37,27
479,41,29,21,35,35,29,25,33,35
480,37,37,63,49,29,63,47,43,51
481,37,29,39,23,63,19,53,35,43
482,65,29,59,41,43,57,53,41,45
483,19,31,53,45,27,65,33,23,27
484,39,35,33,73,61,49,31,35,35
485,43,45,95,57,55,45,55,59,37
486,55,35,27,41,41,49,43,37,45
487,49,41,69,45,47,39,55,41,35
488,50,32,34,28,44,44,32,30,24
489,39,43,35,45,43,43,67,33,33
490,33,27,29,45,41,27,37,27,29
491,27,37,39,27,51,29,41,27,25
492,13,21,29,21,31,23,29,33,25
493,56,26,28,40,24,26,42,24,30
494,40,24,30,64,38,30,28,30,36
495,69,45,39,63,47,29,51,43,39
496,44,32,34,44,30,30,26,44,40
497,24,38,54,38,40,44,50,34,28
498,29,19,35,27,35,33,59,57,39
499,30,30,60,58,40,38,36,50,36
500,30,32,26,40,36,42,20,20,32
501,35,35,37,69,49,49,41,23,37
502,23,29,37,17,67,29,45,37,57
503,28,22,42,30,30,28,36,34,38
504,36,48,56,52,20,40,34,40,32
505,30,36,24,40,62,36,42,32,40
506,31,55,49,37,43,25,63,33,47
507,43,41,65,43,31,31,33,49,43
508,51,21,25,19,21,15,25,33,15
509,38,34,46,52,32,30,44,18,28
510,47,35,43,37,51,45,49,43,33
511,32,34,40,54,48,22,42,26,58
512,17,21,15,23,39,63,33,19,19
513,31,39,29,57,33,35,35,27,31
514,47,39,37,35,35,41,39,63,49
515,41,27,57,39,45,37,35,69,23
516,27,31,23,63,61,49,57,35,27
517,25,27,27,57,29,39,43,29,49
518,43,31,51,35,33,51,57,41,35
519,36,42,32,44,64,44,42,34,52
520,22,26,58,54,52,46,44,30,44
521,31,29,35,29,39,21,37,41,27
522,23,31,105,57,29,31,33,41,29
523,43,39,43,45,45,41,63,47,31
524,30,28,24,42,44,50,34,28,44
525,34,28,24,36,36,32,28,26,26
526,65,47,39,51,43,21,55,45,37
527,37,31,57,61,47,45,31,31,23
528,36,52,28,34,30,30,56,34,28
529,36,38,66,46,36,36,36,40,46
530,25,43,39,37,35,75,37,39,27
531,31,37,51,55,43,47,35,29,31
532,39,49,83,21,65,27,37,33,29
533,34,40,42,34,40,30,22,34,40
534,40,40,56,36,44,44,44,50,40
535,54,46,44,48,30,40,46,42,26
536,41,33,33,59,43,43,39,51,33
537,18,34,28,30,54,36,54,28,26
538,37,61,33,31,39,43,55,37,27
539,51,45,45,41,45,49,39,43,35
540,44,40,40,32,50,52,48,38,28
541,77,49,63,45,47,43,19,29,41
542,31,35,39,55,19,43,43,41,33
543,26,36,66,34,42,26,36,22,24
544,19,35,27,37,37,37,41,41,25
545,44,56,22,38,34,26,52,38,44
546,46,46,46,44,36,58,40,32,50
547,24,36,52,38,44,30,32,50,34
548,48,24,78,28,32,34,40,20,32
549,25,33,35,47,25,35,45,21,23
550,30,46,36,66,58,42,40,50,36
551,41,39,29,31,33,19,39,39,35
552,38,30,36,34,58,40,42,48,38
553,36,22,32,30,44,22,26,26,26
554,32,38,40,32,30,18,20,22,22
555,29,51,31,35,63,41,45,27,17
556,29,31,27,75,33,29,65,35,37
557,32,26,54,54,44,26,34,36,38
558,38,48,42,52,36,48,50,52,38
559,40,42,36,58,42,30,78,42,46
560,45,51,43,45,61,29,43,53,31
561,53,45,89,43,45,57,27,29,33
562,34,38,32,28,38,22,44,40,46
563,35,69,51,109,39,31,39,45,39
564,50,38,34,30,28,34,46,28,36
565,32,24,62,16,44,38,34,26,30
566,37,51,61,89,71,47,41,31,37
567,18,30,28,28,22,36,42,22,20
568,34,38,30,66,46,26,38,38,44
569,37,35,45,39,59,41,37,45,33
570,41,37,39,33,43,47,41,43,39
571,34,28,34,56,54,28,34,26,44
572,44,28,48,70,30,56,42,36,42
573,35,29,53,35,31,43,49,27,47
574,40,34,64,50,48,38,46,46,50
575,34,46,44,58,44,54,42,46,36
576,32,28,42,74,24,30,46,34,38
577,38,22,80,32,42,42,36,22,32
578,35,49,51,31,35,39,37,37,27
579,32,60,34,36,62,42,54,36,34
580,32,30,50,34,36,34,60,34,26
581,24,32,44,28,22,44,28,32,26
582,31,41,23,59,35,37,45,31,25
583,38,34,22,28,40,38,42,38,46
584,34,32,24,26,26,34,26,18,22
585,38,36,28,50,46,28,30,34,42
586,48,32,32,54,26,36,32,26,28
587,44,32,24,42,26,30,32,40,46
588,27,33,35,41,53,19,45,25,25
589,58,36,38,46,42,44,42,64,44
590,44,50,46,50,64,44,52,38,58
591,33,57,23,31,41,45,35,31,33
592,46,26,66,40,36,40,40,52,28
593,37,27,35,29,47,35,29,39,33
594,41,43,65,73,49,25,47,39,23
595,31,29,33,41,35,25,31,23,43
596,53,27,39,35,39,45,55,43,37
597,28,18,60,26,32,40,28,20,26
598,28,28,48,40,26,32,44,34,32
599,34,44,32,58,36,26,18,28,42
600,40,26,52,26,22,42,52,38,32
601,69,21,25,23,37,23,43,35,25
602,57,45,65,29,25,35,41,57,51
603,21,27,29,23,35,41,39,23,25
604,28,30,34,38,30,44,52,46,36
605,31,29,45,33,37,69,43,41,35
606,39,27,45,37,37,29,33,31,41
607,38,34,40,42,52,32,46,34,36
608,64,26,52,60,34,32,24,20,56
609,27,27,45,25,53,25,43,39,39
610,43,27,39,37,51,23,41,33,27
611,43,45,41,77,45,33,51,31,25
612,34,34,26,68,48,48,34,24,28
613,41,17,39,39,47,29,43,45,31
614,40,20,32,28,40,38,50,32,30
615,46,36,32,52,36,30,56,58,38
616,32,66,38,44,64,54,32,34,42
617,49,39,37,51,51,39,35,29,41
618,35,25,29,45,39,59,31,33,37
619,36,44,22,46,28,30,52,30,44
620,25,25,35,69,33,43,33,29,43
621,35,35,59,47,23,33,49,49,53
622,36,42,34,42,30,32,42,42,40
623,40,26,36,30,54,26,26,44,50
624,33,27,31,33,23,47,33,39,23
625,33,27,39,57,49,43,37,27,57
626,27,25,43,37,21,15,35,25,33
627,28,22,44,46,22,50,22,26,28
628,56,58,66,40,28,22,38,42,44
629,34,34,76,42,48,34,22,32,48
630,35,41,33,37,19,53,33,25,23
631,50,34,40,20,48,18,38,26,34
632,31,33,43,45,47,31,39,53,37
633,46,48,50,42,44,42,38,32,44
634,36,38,40,50,28,24,18,42,24
635,55,39,39,59,35,17,53,31,23
636,31,15,29,43,27,19,45,15,17
637,31,43,31,59,31,45,23,43,37
638,42,34,80,62,30,40,28,30,38
639,38,40,28,30,54,24,34,24,20
640,31,33,43,35,41,41,23,13,15
641,15,21,25,39,29,27,19,13,33
642,32,30,48,58,42,62,42,42,38
643,14,34,34,24,22,48,32,18,18
644,51,29,77,45,53,43,43,59,45
645,40,30,32,36,30,34,52,30,30
646,48,52,36,66,42,36,38,28,36
647,62,32,54,50,30,36,28,60,32
648,38,40,16,50,42,44,52,34,44
649,47,43,53,57,55,27,57,39,35
650,12,16,26,30,34,20,12,18,16
651,52,48,54,40,46,36,56,34,38
652,48,36,46,44,34,42,50,30,28
653,55,45,39,47,35,23,59,15,21
654,36,28,30,32,72,18,52,40,42
655,41,37,31,35,47,41,45,23,37
656,28,18,40,42,30,28,62,22,18
657,42,36,38,32,36,30,20,40,34
658,31,45,47,19,33,47,33,41,37
659,37,39,23,43,25,53,35,39,19
660,32,46,30,44,38,56,50,42,24
661,37,25,45,21,39,29,29,13,19
662,28,18,16,90,38,44,54,28,36
663,26,48,28,48,44,28,28,40,32
664,37,43,25,39,61,33,51,43,47
665,36,56,44,28,44,38,54,28,34
666,32,26,34,48,60,34,36,58,24
667,43,35,31,47,41,27,43,25,19
668,22,18,32,34,24,28,28,48,24
669,43,29,31,45,29,47,49,31,47
670,40,32,44,44,38,30,36,18,26
671,32,58,68,50,60,44,54,62,42
672,29,39,51,43,31,35,41,27,45
673,38,34,58,44,38,34,28,40,38
674,32,28,46,42,36,48,32,28,26
675,31,31,25,31,29,29,23,35,29
676,35,29,45,59,33,31,29,41,41
677,22,14,18,26,24,30,22,32,24
678,26,22,26,36,50,22,28,36,18
679,39,27,29,81,49,35,37,39,31
680,32,42,36,52,58,44,34,28,34
681,37,43,35,51,37,45,21,25,39
682,36,24,32,68,46,28,48,48,26
683,70,38,42,80,50,50,58,38,36
684,40,24,32,46,28,62,34,46,32
685,29,25,29,35,25,29,23,27,23
686,63,33,49,29,41,35,43,33,37
687,41,55,47,41,51,47,47,39,51
688,38,38,36,40,46,44,44,52,52
689,31,23,77,45,41,29,29,21,25
690,42,40,34,64,38,56,48,30,38
691,42,32,40,66,42,42,26,32,40
692,23,35,53,23,39,25,61,31,21
693,17,13,13,25,21,27,31,23,11
694,31,25,29,65,51,49,33,33,27
695,45,37,27,35,37,23,41,33,41
696,54,38,64,52,42,36,36,50,34
697,44,42,42,30,30,40,46,28,36
