Steps,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9
153,3,0,0,0,0,0,0,0,0,0
155,1,0,0,0,0,0,0,0,0,0
156,2,0,0,0,0,0,0,0,0,0
158,1,0,0,0,0,0,0,0,0,0
159,2,0,0,0,0,0,0,0,0,0
163,1,0,0,0,0,0,0,0,0,0
164,2,0,0,0,0,0,0,0,0,0
166,2,0,0,0,0,0,0,0,0,0
167,2,0,0,0,0,0,0,0,0,0
169,3,0,0,0,0,0,0,0,0,0
172,1,0,0,0,0,0,0,0,0,0
173,3,0,0,0,0,0,0,0,0,0
175,1,0,0,0,0,0,0,0,0,0
176,1,0,0,0,0,0,0,0,0,0
177,3,0,0,0,0,0,0,0,0,0
178,1,0,0,0,0,0,0,0,0,0
182,3,0,0,0,0,0,0,0,0,0
183,1,0,0,0,0,0,0,0,0,0
185,1,0,0,0,0,0,0,0,0,0
187,2,0,0,0,0,0,0,0,0,0
188,2,0,0,0,0,0,0,0,0,0
190,1,0,0,0,0,0,0,0,0,0
191,1,0,0,0,0,0,0,0,0,0
192,4,0,0,0,0,0,0,0,0,0
193,3,0,0,0,0,0,0,0,0,0
194,1,0,0,0,0,0,0,0,0,0
195,2,0,0,0,0,0,0,0,0,0
198,1,0,0,0,0,0,0,0,0,0
202,1,0,0,0,0,0,0,0,0,0
206,1,0,0,0,0,0,0,0,0,0
207,1,0,0,0,0,0,0,0,0,0
208,1,0,0,0,0,0,0,0,0,0
210,3,0,0,0,0,0,0,0,0,0
211,1,0,0,0,0,0,0,0,0,0
212,3,0,0,0,0,0,0,0,0,0
213,1,0,0,0,0,0,0,0,0,0
214,1,0,0,0,0,0,0,0,0,0
215,1,0,0,0,0,0,0,0,0,0
217,2,0,0,0,0,0,0,0,0,0
218,1,0,0,0,0,0,0,0,0,0
219,1,0,0,0,0,0,0,0,0,0
221,4,0,0,0,0,0,0,0,0,0
222,1,0,0,0,0,0,0,0,0,0
224,1,0,0,0,0,0,0,0,0,0
226,3,0,0,0,0,0,0,0,0,0
227,3,0,0,0,0,0,0,0,0,0
228,2,0,0,0,0,0,0,0,0,0
230,1,0,0,0,0,0,0,0,0,0
231,2,0,0,0,0,0,0,0,0,0
232,1,0,0,0,0,0,0,0,0,0
234,2,0,0,0,0,0,0,0,0,0
237,2,0,0,0,0,0,0,0,0,0
238,4,0,0,0,0,0,0,0,0,0
239,1,0,0,0,0,0,0,0,0,0
240,3,0,0,0,0,0,0,0,0,0
244,1,0,0,0,0,0,0,0,0,0
245,1,0,0,0,0,0,0,0,0,0
247,3,0,0,0,0,0,0,0,0,0
249,1,0,0,0,0,0,0,0,0,0
251,1,0,0,0,0,0,0,0,0,0
253,1,0,0,0,0,0,0,0,0,0
254,1,0,0,0,0,0,0,0,0,0
255,1,0,0,0,0,0,0,0,0,0
256,1,0,0,0,0,0,0,0,0,0
257,2,0,0,0,0,0,0,0,0,0
258,2,0,0,0,0,0,0,0,0,0
259,2,0,0,0,0,0,0,0,0,0
260,2,0,0,0,0,0,0,0,0,0
261,2,0,0,0,0,0,0,0,0,0
262,2,0,0,0,0,0,0,0,0,0
264,3,0,0,0,0,0,0,0,0,0
267,1,0,0,0,0,0,0,0,0,0
268,1,0,0,0,0,0,0,0,0,0
271,2,0,0,0,0,0,0,0,0,0
272,4,0,0,0,0,0,0,0,0,0
273,2,0,0,0,0,0,0,0,0,0
276,1,0,0,0,0,0,0,0,0,0
277,2,0,0,0,0,0,0,0,0,0
279,2,0,0,0,0,0,0,0,0,0
282,1,0,0,0,0,0,0,0,0,0
287,1,0,0,0,0,0,0,0,0,0
288,1,0,0,0,0,0,0,0,0,0
289,1,0,0,0,0,0,0,0,0,0
291,1,0,0,0,0,0,0,0,0,0
294,2,0,0,0,0,0,0,0,0,0
295,1,0,0,0,0,0,0,0,0,0
297,1,0,0,0,0,0,0,0,0,0
300,1,0,0,0,0,0,0,0,0,0
301,2,0,0,0,0,0,0,0,0,0
302,1,0,0,0,0,0,0,0,0,0
304,4,0,0,0,0,0,0,0,0,0
306,2,0,0,0,0,0,0,0,0,0
307,1,0,0,0,0,0,0,0,0,0
309,2,0,0,0,0,0,0,0,0,0
310,2,0,0,0,0,0,0,0,0,0
311,2,0,0,0,0,0,0,0,0,0
312,1,0,0,0,0,0,0,0,0,0
313,2,0,0,0,0,0,0,0,0,0
315,1,0,0,0,0,0,0,0,0,0
316,1,0,0,0,0,0,0,0,0,0
319,1,0,0,0,0,0,0,0,0,0
321,1,0,0,0,0,0,0,0,0,0
322,1,0,0,0,0,0,0,0,0,0
323,2,0,0,0,0,0,0,0,0,0
325,2,0,0,0,0,0,0,0,0,0
327,1,0,0,0,0,0,0,0,0,0
328,3,0,0,0,0,0,0,0,0,0
329,4,0,0,0,0,0,0,0,0,0
331,1,0,0,0,0,0,0,0,0,0
333,3,0,0,0,0,0,0,0,0,0
334,1,0,0,0,0,0,0,0,0,0
335,2,0,0,0,0,0,0,0,0,0
336,1,0,0,0,0,0,0,0,0,0
340,2,0,0,0,0,0,0,0,0,0
341,2,0,0,0,0,0,0,0,0,0
347,1,0,0,0,0,0,0,0,0,0
348,1,0,0,0,0,0,0,0,0,0
350,1,0,0,0,0,0,0,0,0,0
352,2,0,0,0,0,0,0,0,0,0
354,1,0,0,0,0,0,0,0,0,0
355,1,0,0,0,0,0,0,0,0,0
356,3,0,0,0,0,0,0,0,0,0
357,2,0,0,0,0,0,0,0,0,0
359,1,0,0,0,0,0,0,0,0,0
364,1,0,0,0,0,0,0,0,0,0
366,1,0,0,0,0,0,0,0,0,0
367,1,0,0,0,0,0,0,0,0,0
369,1,0,0,0,0,0,0,0,0,0
373,3,0,0,0,0,0,0,0,0,0
374,2,0,0,0,0,0,0,0,0,0
375,1,0,0,0,0,0,0,0,0,0
378,1,0,0,0,0,0,0,0,0,0
381,1,0,0,0,0,0,0,0,0,0
382,2,0,0,0,0,0,0,0,0,0
383,1,0,0,0,0,0,0,0,0,0
384,1,0,0,0,0,0,0,0,0,0
385,1,0,0,0,0,0,0,0,0,0
387,1,0,0,0,0,0,0,0,0,0
388,1,0,0,0,0,0,0,0,0,0
389,1,0,0,0,0,0,0,0,0,0
390,1,0,0,0,0,0,0,0,0,0
392,1,0,0,0,0,0,0,0,0,0
394,1,0,0,0,0,0,0,0,0,0
396,1,0,0,0,0,0,0,0,0,0
398,1,0,0,0,0,0,0,0,0,0
400,3,0,0,0,0,0,0,0,0,0
401,1,0,0,0,0,0,0,0,0,0
404,2,0,0,0,0,0,0,0,0,0
405,1,0,0,0,0,0,0,0,0,0
406,1,0,0,0,0,0,0,0,0,0
408,1,0,0,0,0,0,0,0,0,0
409,2,0,0,0,0,0,0,0,0,0
410,1,0,0,0,0,0,0,0,0,0
414,2,0,0,0,0,0,0,0,0,0
416,1,0,0,0,0,0,0,0,0,0
417,3,0,0,0,0,0,0,0,0,0
418,1,0,0,0,0,0,0,0,0,0
419,2,0,0,0,0,0,0,0,0,0
424,1,0,0,0,0,0,0,0,0,0
427,1,0,0,0,0,0,0,0,0,0
429,1,0,0,0,0,0,0,0,0,0
431,1,0,0,0,0,0,0,0,0,0
432,1,0,0,0,0,0,0,0,0,0
433,1,0,0,0,0,0,0,0,0,0
434,1,0,0,0,0,0,0,0,0,0
437,1,0,0,0,0,0,0,0,0,0
439,1,0,0,0,0,0,0,0,0,0
440,1,0,0,0,0,0,0,0,0,0
442,1,0,0,0,0,0,0,0,0,0
447,1,0,0,0,0,0,0,0,0,0
448,2,0,0,0,0,0,0,0,0,0
449,2,0,0,0,0,0,0,0,0,0
451,1,0,0,0,0,0,0,0,0,0
452,1,0,0,0,0,0,0,0,0,0
454,1,0,0,0,0,0,0,0,0,0
455,1,0,0,0,0,0,0,0,0,0
458,1,0,0,0,0,0,0,0,0,0
459,1,0,0,0,0,0,0,0,0,0
461,1,0,0,0,0,0,0,0,0,0
465,1,0,0,0,0,0,0,0,0,0
466,3,0,0,0,0,0,0,0,0,0
467,1,0,0,0,0,0,0,0,0,0
471,1,0,0,0,0,0,0,0,0,0
472,1,0,0,0,0,0,0,0,0,0
473,1,0,0,0,0,0,0,0,0,0
474,1,0,0,0,0,0,0,0,0,0
476,1,0,0,0,0,0,0,0,0,0
477,2,0,0,0,0,0,0,0,0,0
481,1,0,0,0,0,0,0,0,0,0
482,1,0,0,0,0,0,0,0,0,0
484,1,0,0,0,0,0,0,0,0,0
488,1,0,0,0,0,0,0,0,0,0
489,1,0,0,0,0,0,0,0,0,0
490,1,0,0,0,0,0,0,0,0,0
494,1,0,0,0,0,0,0,0,0,0
497,1,0,0,0,0,0,0,0,0,0
499,2,0,0,0,0,0,0,0,0,0
500,2,0,0,0,0,0,0,0,0,0
501,2,0,0,0,0,0,0,0,0,0
507,1,0,0,0,0,0,0,0,0,0
509,1,0,0,0,0,0,0,0,0,0
510,1,0,0,0,0,0,0,0,0,0
515,1,0,0,0,0,0,0,0,0,0
519,1,0,0,0,0,0,0,0,0,0
523,1,0,0,0,0,0,0,0,0,0
524,1,0,0,0,0,0,0,0,0,0
526,1,0,0,0,0,0,0,0,0,0
527,1,0,0,0,0,0,0,0,0,0
528,2,0,0,0,0,0,0,0,0,0
532,1,0,0,0,0,0,0,0,0,0
533,2,0,0,0,0,0,0,0,0,0
535,1,0,0,0,0,0,0,0,0,0
537,1,0,0,0,0,0,0,0,0,0
538,1,0,0,0,0,0,0,0,0,0
539,1,0,0,0,0,0,0,0,0,0
547,1,0,0,0,0,0,0,0,0,0
549,1,0,0,0,0,0,0,0,0,0
554,1,0,0,0,0,0,0,0,0,0
556,2,0,0,0,0,0,0,0,0,0
557,1,0,0,0,0,0,0,0,0,0
558,1,0,0,0,0,0,0,0,0,0
562,3,0,0,0,0,0,0,0,0,0
565,1,0,0,0,0,0,0,0,0,0
566,1,0,0,0,0,0,0,0,0,0
569,1,0,0,0,0,0,0,0,0,0
571,1,0,0,0,0,0,0,0,0,0
572,1,0,0,0,0,0,0,0,0,0
573,1,0,0,0,0,0,0,0,0,0
575,2,0,0,0,0,0,0,0,0,0
577,1,0,0,0,0,0,0,0,0,0
583,1,0,0,0,0,0,0,0,0,0
586,2,0,0,0,0,0,0,0,0,0
589,1,0,0,0,0,0,0,0,0,0
590,2,0,0,0,0,0,0,0,0,0
592,2,0,0,0,0,0,0,0,0,0
594,2,0,0,0,0,0,0,0,0,0
595,1,0,0,0,0,0,0,0,0,0
597,4,0,0,0,0,0,0,0,0,0
598,1,0,0,0,0,0,0,0,0,0
599,1,0,0,0,0,0,0,0,0,0
601,1,0,0,0,0,0,0,0,0,0
602,1,0,0,0,0,0,0,0,0,0
604,1,0,0,0,0,0,0,0,0,0
605,2,0,0,0,0,0,0,0,0,0
607,1,0,0,0,0,0,0,0,0,0
608,1,0,0,0,0,0,0,0,0,0
609,2,0,0,0,0,0,0,0,0,0
612,1,0,0,0,0,0,0,0,0,0
613,1,0,0,0,0,0,0,0,0,0
619,1,0,0,0,0,0,0,0,0,0
620,1,0,0,0,0,0,0,0,0,0
623,1,0,0,0,0,0,0,0,0,0
624,1,0,0,0,0,0,0,0,0,0
625,1,0,0,0,0,0,0,0,0,0
626,1,0,0,0,0,0,0,0,0,0
627,2,0,0,0,0,0,0,0,0,0
631,1,0,0,0,0,0,0,0,0,0
638,2,0,0,0,0,0,0,0,0,0
643,1,0,0,0,0,0,0,0,0,0
646,1,0,0,0,0,0,0,0,0,0
647,1,0,0,0,0,0,0,0,0,0
648,1,0,0,0,0,0,0,0,0,0
649,1,0,0,0,0,0,0,0,0,0
652,1,0,0,0,0,0,0,0,0,0
653,2,0,0,0,0,0,0,0,0,0
656,1,0,0,0,0,0,0,0,0,0
657,1,0,0,0,0,0,0,0,0,0
658,2,0,0,0,0,0,0,0,0,0
660,1,0,0,0,0,0,0,0,0,0
661,2,0,0,0,0,0,0,0,0,0
663,1,0,0,0,0,0,0,0,0,0
666,1,0,0,0,0,0,0,0,0,0
668,2,0,0,0,0,0,0,0,0,0
673,1,0,0,0,0,0,0,0,0,0
675,1,0,0,0,0,0,0,0,0,0
676,1,0,0,0,0,0,0,0,0,0
683,1,0,0,0,0,0,0,0,0,0
686,1,0,0,0,0,0,0,0,0,0
687,1,0,0,0,0,0,0,0,0,0
688,1,0,0,0,0,0,0,0,0,0
699,1,0,0,0,0,0,0,0,0,0
700,1,0,0,0,0,0,0,0,0,0
702,1,0,0,0,0,0,0,0,0,0
711,1,0,0,0,0,0,0,0,0,0
712,1,0,0,0,0,0,0,0,0,0
713,1,0,0,0,0,0,0,0,0,0
716,1,0,0,0,0,0,0,0,0,0
721,1,0,0,0,0,0,0,0,0,0
730,1,0,0,0,0,0,0,0,0,0
733,1,0,0,0,0,0,0,0,0,0
737,1,0,0,0,0,0,0,0,0,0
739,1,0,0,0,0,0,0,0,0,0
740,1,0,0,0,0,0,0,0,0,0
741,1,0,0,0,0,0,0,0,0,0
747,1,0,0,0,0,0,0,0,0,0
753,1,0,0,0,0,0,0,0,0,0
754,1,0,0,0,0,0,0,0,0,0
756,1,0,0,0,0,0,0,0,0,0
757,1,0,0,0,0,0,0,0,0,0
764,3,0,0,0,0,0,0,0,0,0
770,1,0,0,0,0,0,0,0,0,0
777,1,0,0,0,0,0,0,0,0,0
791,1,0,0,0,0,0,0,0,0,0
796,1,0,0,0,0,0,0,0,0,0
801,1,0,0,0,0,0,0,0,0,0
802,2,0,0,0,0,0,0,0,0,0
807,1,0,0,0,0,0,0,0,0,0
815,1,0,0,0,0,0,0,0,0,0
816,1,0,0,0,0,0,0,0,0,0
817,1,0,0,0,0,0,0,0,0,0
820,2,0,0,0,0,0,0,0,0,0
826,1,0,0,0,0,0,0,0,0,0
827,1,0,0,0,0,0,0,0,0,0
829,1,0,0,0,0,0,0,0,0,0
831,1,0,0,0,0,0,0,0,0,0
832,1,0,0,0,0,0,0,0,0,0
837,1,0,0,0,0,0,0,0,0,0
843,1,0,0,0,0,0,0,0,0,0
849,1,0,0,0,0,0,0,0,0,0
850,1,0,0,0,0,0,0,0,0,0
856,1,0,0,0,0,0,0,0,0,0
862,1,0,0,0,0,0,0,0,0,0
867,1,0,0,0,0,0,0,0,0,0
869,1,0,0,0,0,0,0,0,0,0
870,1,0,0,0,0,0,0,0,0,0
875,2,0,0,0,0,0,0,0,0,0
876,1,0,0,0,0,0,0,0,0,0
877,1,0,0,0,0,0,0,0,0,0
878,1,0,0,0,0,0,0,0,0,0
879,1,0,0,0,0,0,0,0,0,0
887,1,0,0,0,0,0,0,0,0,0
892,1,0,0,0,0,0,0,0,0,0
894,1,0,0,0,0,0,0,0,0,0
897,2,0,0,0,0,0,0,0,0,0
899,1,0,0,0,0,0,0,0,0,0
904,1,0,0,0,0,0,0,0,0,0
906,1,0,0,0,0,0,0,0,0,0
908,1,0,0,0,0,0,0,0,0,0
920,1,0,0,0,0,0,0,0,0,0
924,1,0,0,0,0,0,0,0,0,0
925,1,0,0,0,0,0,0,0,0,0
926,1,0,0,0,0,0,0,0,0,0
932,1,0,0,0,0,0,0,0,0,0
935,1,0,0,0,0,0,0,0,0,0
939,1,0,0,0,0,0,0,0,0,0
940,1,0,0,0,0,0,0,0,0,0
943,2,0,0,0,0,0,0,0,0,0
948,1,0,0,0,0,0,0,0,0,0
952,1,0,0,0,0,0,0,0,0,0
966,1,0,0,0,0,0,0,0,0,0
972,2,0,0,0,0,0,0,0,0,0
974,1,0,0,0,0,0,0,0,0,0
977,1,0,0,0,0,0,0,0,0,0
978,2,0,0,0,0,0,0,0,0,0
980,1,0,0,0,0,0,0,0,0,0
984,1,0,0,0,0,0,0,0,0,0
987,4,0,0,0,0,0,0,0,0,0
988,1,0,0,0,0,0,0,0,0,0
994,1,0,0,0,0,0,0,0,0,0
996,1,0,0,0,0,0,0,0,0,0
999,1,0,0,0,0,0,0,0,0,0
1000,1,0,0,0,0,0,0,0,0,0
1002,1,0,0,0,0,0,0,0,0,0
1006,1,0,0,0,0,0,0,0,0,0
1009,1,0,0,0,0,0,0,0,0,0
1011,2,0,0,0,0,0,0,0,0,0
1016,2,0,0,0,0,0,0,0,0,0
1018,1,0,0,0,0,0,0,0,0,0
1024,1,0,0,0,0,0,0,0,0,0
1026,1,0,0,0,0,0,0,0,0,0
1027,1,0,0,0,0,0,0,0,0,0
1030,1,0,0,0,0,0,0,0,0,0
1034,1,0,0,0,0,0,0,0,0,0
1035,1,0,0,0,0,0,0,0,0,0
1039,1,0,0,0,0,0,0,0,0,0
1043,1,0,0,0,0,0,0,0,0,0
1048,1,0,0,0,0,0,0,0,0,0
1053,1,0,0,0,0,0,0,0,0,0
1059,1,0,0,0,0,0,0,0,0,0
1060,1,0,0,0,0,0,0,0,0,0
1064,1,0,0,0,0,0,0,0,0,0
1072,1,0,0,0,0,0,0,0,0,0
1074,2,0,0,0,0,0,0,0,0,0
1075,2,0,0,0,0,0,0,0,0,0
1079,1,0,0,0,0,0,0,0,0,0
1082,1,0,0,0,0,0,0,0,0,0
1087,1,0,0,0,0,0,0,0,0,0
1091,1,0,0,0,0,0,0,0,0,0
1096,1,0,0,0,0,0,0,0,0,0
1101,1,0,0,0,0,0,0,0,0,0
1102,1,0,0,0,0,0,0,0,0,0
1110,2,0,0,0,0,0,0,0,0,0
1114,1,0,0,0,0,0,0,0,0,0
1118,2,0,0,0,0,0,0,0,0,0
1121,1,0,0,0,0,0,0,0,0,0
1123,1,0,0,0,0,0,0,0,0,0
1128,1,0,0,0,0,0,0,0,0,0
1130,1,0,0,0,0,0,0,0,0,0
1132,2,0,0,0,0,0,0,0,0,0
1133,1,0,0,0,0,0,0,0,0,0
1145,1,0,0,0,0,0,0,0,0,0
1159,1,0,0,0,0,0,0,0,0,0
1163,1,0,0,0,0,0,0,0,0,0
1172,1,0,0,0,0,0,0,0,0,0
1174,1,0,0,0,0,0,0,0,0,0
1179,1,0,0,0,0,0,0,0,0,0
1181,1,0,0,0,0,0,0,0,0,0
1189,1,0,0,0,0,0,0,0,0,0
1193,1,0,0,0,0,0,0,0,0,0
1203,1,0,0,0,0,0,0,0,0,0
1213,1,0,0,0,0,0,0,0,0,0
1216,1,0,0,0,0,0,0,0,0,0
1229,2,0,0,0,0,0,0,0,0,0
1234,1,0,0,0,0,0,0,0,0,0
1239,1,0,0,0,0,0,0,0,0,0
1241,1,0,0,0,0,0,0,0,0,0
1246,1,0,0,0,0,0,0,0,0,0
1254,1,0,0,0,0,0,0,0,0,0
1262,1,0,0,0,0,0,0,0,0,0
1271,1,0,0,0,0,0,0,0,0,0
1276,1,0,0,0,0,0,0,0,0,0
1277,1,0,0,0,0,0,0,0,0,0
1278,1,0,0,0,0,0,0,0,0,0
1286,1,0,0,0,0,0,0,0,0,0
1290,1,0,0,0,0,0,0,0,0,0
1300,1,0,0,0,0,0,0,0,0,0
1301,1,0,0,0,0,0,0,0,0,0
1302,1,0,0,0,0,0,0,0,0,0
1306,1,0,0,0,0,0,0,0,0,0
1309,1,0,0,0,0,0,0,0,0,0
1311,2,0,0,0,0,0,0,0,0,0
1313,1,0,0,0,0,0,0,0,0,0
1318,1,0,0,0,0,0,0,0,0,0
1319,1,0,0,0,0,0,0,0,0,0
1323,1,0,0,0,0,0,0,0,0,0
1324,1,0,0,0,0,0,0,0,0,0
1325,1,0,0,0,0,0,0,0,0,0
1327,1,0,0,0,0,0,0,0,0,0
1334,1,0,0,0,0,0,0,0,0,0
1335,1,0,0,0,0,0,0,0,0,0
1336,1,0,0,0,0,0,0,0,0,0
1342,1,0,0,0,0,0,0,0,0,0
1356,2,0,0,0,0,0,0,0,0,0
1362,1,0,0,0,0,0,0,0,0,0
1365,1,0,0,0,0,0,0,0,0,0
1395,1,0,0,0,0,0,0,0,0,0
1397,1,0,0,0,0,0,0,0,0,0
1413,1,0,0,0,0,0,0,0,0,0
1415,1,0,0,0,0,0,0,0,0,0
1417,1,0,0,0,0,0,0,0,0,0
1423,1,0,0,0,0,0,0,0,0,0
1446,1,0,0,0,0,0,0,0,0,0
1449,1,0,0,0,0,0,0,0,0,0
1453,1,0,0,0,0,0,0,0,0,0
1454,1,0,0,0,0,0,0,0,0,0
1466,1,0,0,0,0,0,0,0,0,0
1474,1,0,0,0,0,0,0,0,0,0
1476,1,0,0,0,0,0,0,0,0,0
1482,1,0,0,0,0,0,0,0,0,0
1489,2,0,0,0,0,0,0,0,0,0
1491,1,0,0,0,0,0,0,0,0,0
1498,1,0,0,0,0,0,0,0,0,0
1515,1,0,0,0,0,0,0,0,0,0
1516,1,0,0,0,0,0,0,0,0,0
1520,1,0,0,0,0,0,0,0,0,0
1523,1,0,0,0,0,0,0,0,0,0
1532,1,0,0,0,0,0,0,0,0,0
1554,1,0,0,0,0,0,0,0,0,0
1564,1,0,0,0,0,0,0,0,0,0
1588,1,0,0,0,0,0,0,0,0,0
1593,1,0,0,0,0,0,0,0,0,0
1599,1,0,0,0,0,0,0,0,0,0
1600,1,0,0,0,0,0,0,0,0,0
1603,1,0,0,0,0,0,0,0,0,0
1605,1,0,0,0,0,0,0,0,0,0
1635,1,0,0,0,0,0,0,0,0,0
1638,1,0,0,0,0,0,0,0,0,0
1647,1,0,0,0,0,0,0,0,0,0
1685,1,0,0,0,0,0,0,0,0,0
1693,1,0,0,0,0,0,0,0,0,0
1700,1,0,0,0,0,0,0,0,0,0
1707,1,0,0,0,0,0,0,0,0,0
1712,1,0,0,0,0,0,0,0,0,0
1719,1,0,0,0,0,0,0,0,0,0
1720,1,0,0,0,0,0,0,0,0,0
1721,2,0,0,0,0,0,0,0,0,0
1727,1,0,0,0,0,0,0,0,0,0
1735,1,0,0,0,0,0,0,0,0,0
1737,1,0,0,0,0,0,0,0,0,0
1738,1,0,0,0,0,0,0,0,0,0
1739,1,0,0,0,0,0,0,0,0,0
1743,1,0,0,0,0,0,0,0,0,0
1745,1,0,0,0,0,0,0,0,0,0
1778,1,0,0,0,0,0,0,0,0,0
1783,1,0,0,0,0,0,0,0,0,0
1788,1,0,0,0,0,0,0,0,0,0
1790,1,0,0,0,0,0,0,0,0,0
