Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-22,2454,3195,0,0,9756,9225
-21,3573,3774,0,0,6012,9543
-20,378,3630,0,0,2520,9096
-19,7140,3876,0,0,12507,9339
-18,2832,2985,0,0,5019,8208
-17,258,2721,0,0,8001,8319
-16,5022,2871,0,0,11616,8469
-15,2280,3153,0,0,4215,8166
-14,300,2901,0,0,10752,8157
-13,10950,2856,0,0,17586,8361
-12,2163,3177,0,0,3498,9234
-11,240,3201,0,0,16917,9642
-10,16698,3027,0,0,24111,10131
-9,2484,3690,0,0,4179,11379
-8,216,4572,0,0,21051,13302
-7,21948,5073,0,0,27396,14217
-6,1542,6924,0,0,2400,16971
-5,282,9456,0,0,26583,21051
-4,35493,12816,0,0,38808,27171
-3,603,18537,0,0,2433,36870
-2,405,31188,0,0,31932,56574
-1,128883,73941,0,0,137979,103404
0,0,33162,348,348,20820,98166
1,0,7926,21,21,137958,103383
2,0,3120,9,9,31923,56565
3,0,1449,18,30,2415,36840
4,0,900,12,36,38796,27135
5,0,765,18,18,26565,21033
6,0,486,21,18,2379,16953
7,0,360,24,36,27372,14181
8,0,339,15,36,21036,13266
9,0,303,21,9,4158,11370
10,0,189,30,24,24081,10107
11,0,111,30,42,16887,9600
12,0,51,24,33,3474,9201
13,0,3,21,21,17565,8340
14,0,6,27,18,10725,8139
15,0,3,36,36,4179,8130
16,0,0,21,24,11595,8445
17,0,0,15,21,7986,8298
18,0,0,33,18,4986,8190
19,0,0,27,36,12480,9303
20,0,0,21,51,2499,9045
21,0,0,24,54,5988,9489
22,0,0,57,63,9699,9162
23,0,0,42,45,3813,9705
24,0,0,36,60,7995,8514
25,0,0,30,60,8076,8304
26,0,0,66,45,2853,8526
27,0,0,45,63,9813,7590
28,0,0,57,57,8598,8478
29,0,0,45,48,2457,8025
30,0,0,66,39,8967,7752
31,0,0,36,48,5877,6150
32,0,0,45,33,2589,4701
33,0,0,36,36,7515,4092
34,0,0,63,30,4974,3798
35,0,0,36,27,2688,3060
36,0,0,33,21,12771,3006
37,0,0,24,27,3900,2910
38,0,0,48,21,3885,2667
39,0,0,18,21,5919,2319
40,0,0,18,21,3333,1920
41,0,0,18,30,1602,1740
42,0,0,45,33,4611,1656
43,0,0,9,33,1815,1608
44,0,0,9,21,1932,1398
45,0,0,18,33,2922,1431
46,0,0,54,27,2445,1245
47,0,0,12,9,1845,1320
48,0,0,12,30,2577,1266
49,0,0,12,3,906,987
50,0,0,33,9,2910,885
51,0,0,51,12,3102,732
52,0,0,0,6,528,720
53,0,0,0,12,2013,771
54,0,0,0,6,2637,738
55,0,0,0,15,648,618
56,0,0,0,33,1809,585
57,0,0,0,27,1824,360
58,0,0,0,27,357,345
59,0,0,0,18,1161,306
60,0,0,0,9,1695,300
61,0,0,0,3,141,270
62,0,0,0,0,897,264
63,0,0,36,0,1047,219
64,0,0,51,0,234,192
65,0,0,42,0,639,252
66,0,0,33,0,852,234
67,0,0,24,0,57,153
68,0,0,15,0,579,141
69,0,0,6,0,366,144
70,0,0,3,0,18,147
71,0,0,0,0,345,87
72,0,0,0,0,900,126
73,0,0,0,0,6,153
74,0,0,0,0,291,48
75,0,0,0,0,351,60
76,0,0,0,0,3,48
77,0,0,0,0,168,69
78,0,0,0,0,438,27
79,0,0,0,0,0,33
80,0,0,0,0,51,36
81,0,0,0,0,246,51
82,0,0,0,0,0,6
83,0,0,0,0,12,18
84,0,0,0,0,150,0
86,0,0,0,0,12,0
87,0,0,0,0,120,0
90,0,0,0,0,123,0
