config,L,C,M
3216,2,2,1
3217,2,2,1
3218,2,2,1
3219,0,1,0
3220,0,1,0
3221,9,5,2
3222,2,2,1
3223,0,1,0
3224,2,2,1
3225,16,8,2
3226,12,6,2
3227,2,2,1
3228,2,2,1
3229,16,8,2
3230,16,8,2
3231,9,5,2
3232,2,2,1
3233,0,1,0
3234,9,5,2
3235,0,1,0
3236,0,1,0
3237,2,2,1
3238,9,5,2
3239,0,1,0
3240,2,2,1
3241,2,2,1
3242,50,18,3
3243,2,2,1
3244,2,2,1
3245,2,2,1
3246,80,28,3
3247,9,5,2
3248,16,8,2
3249,2,2,1
3250,16,8,2
3251,9,5,2
3252,2,2,1
3253,16,8,2
3254,16,8,2
3255,9,5,2
3256,16,8,2
3257,16,8,2
3258,108,36,3
3259,80,28,3
3260,9,5,2
3261,9,5,2
3262,80,28,3
3263,56,20,3
3264,36,14,3
3265,2,2,1
3266,2,2,1
3267,16,8,2
3268,9,5,2
3269,16,8,2
3270,2,2,1
3271,16,8,2
3272,9,5,2
3273,2,2,1
3274,16,8,2
3275,16,8,2
3276,460,122,4
3277,80,28,3
3278,80,28,3
3279,520,136,4
3280,2,2,1
3281,2,2,1
3282,0,1,0
3283,2,2,1
3284,0,1,0
3285,9,5,2
3286,0,1,0
3287,2,2,1
3288,0,1,0
3289,2,2,1
3290,2,2,1
3291,2,2,1
3292,9,5,2
3293,80,28,3
3294,9,5,2
3295,50,18,3
3296,2,2,1
3297,0,1,0
3298,2,2,1
3299,2,2,1
3300,0,1,0
3301,2,2,1
3302,2,2,1
3303,2,2,1
3304,0,1,0
3305,0,1,0
3306,9,5,2
3307,2,2,1
3308,9,5,2
3309,9,5,2
3310,80,28,3
3311,50,18,3
3312,16,8,2
3313,2,2,1
3314,2,2,1
3315,36,14,3
3316,2,2,1
3317,16,8,2
3318,2,2,1
3319,36,14,3
3320,2,2,1
3321,2,2,1
3322,16,8,2
3323,36,14,3
3324,36,14,3
3325,36,14,3
3326,36,14,3
3327,312,84,4
3328,50,18,3
3329,2,2,1
3330,2,2,1
3331,2,2,1
3332,9,5,2
3333,2,2,1
3334,0,1,0
3335,0,1,0
3336,9,5,2
3337,0,1,0
3338,2,2,1
3339,0,1,0
3340,80,28,3
3341,2,2,1
3342,2,2,1
3343,9,5,2
3344,108,36,3
3345,80,28,3
3346,16,8,2
3347,16,8,2
3348,16,8,2
3349,36,14,3
3350,2,2,1
3351,2,2,1
3352,16,8,2
3353,9,5,2
3354,16,8,2
3355,2,2,1
3356,144,48,3
3357,80,28,3
3358,16,8,2
3359,80,28,3
3360,12,6,2
3361,2,2,1
3362,16,8,2
3363,2,2,1
3364,2,2,1
3365,2,2,1
3366,2,2,1
3367,0,1,0
3368,2,2,1
3369,0,1,0
3370,9,5,2
3371,0,1,0
3372,16,8,2
3373,2,2,1
3374,16,8,2
3375,9,5,2
3376,108,36,3
3377,16,8,2
3378,16,8,2
3379,80,28,3
3380,16,8,2
3381,16,8,2
3382,2,2,1
3383,9,5,2
3384,16,8,2
3385,2,2,1
3386,16,8,2
3387,9,5,2
3388,80,28,3
3389,9,5,2
3390,9,5,2
3391,56,20,3
3392,80,28,3
3393,9,5,2
3394,2,2,1
3395,2,2,1
3396,80,28,3
3397,50,18,3
3398,9,5,2
3399,9,5,2
3400,16,8,2
3401,9,5,2
3402,16,8,2
3403,2,2,1
3404,144,48,3
3405,80,28,3
3406,16,8,2
3407,80,28,3
3408,80,28,3
3409,56,20,3
3410,9,5,2
3411,9,5,2
3412,36,14,3
3413,312,84,4
3414,36,14,3
3415,36,14,3
3416,9,5,2
3417,56,20,3
3418,80,28,3
3419,9,5,2
3420,80,28,3
3421,584,152,4
3422,80,28,3
3423,460,122,4
3424,16,8,2
3425,9,5,2
3426,16,8,2
3427,2,2,1
3428,9,5,2
3429,50,18,3
3430,80,28,3
3431,9,5,2
3432,2,2,1
3433,9,5,2
3434,80,28,3
3435,2,2,1
3436,16,8,2
3437,80,28,3
3438,144,48,3
3439,80,28,3
3440,144,48,3
3441,80,28,3
3442,16,8,2
3443,80,28,3
3444,80,28,3
3445,520,136,4
3446,80,28,3
3447,460,122,4
3448,16,8,2
3449,80,28,3
3450,144,48,3
3451,80,28,3
3452,80,28,3
3453,460,122,4
3454,80,28,3
3455,584,152,4
3456,9,5,2
3457,0,1,0
3458,2,2,1
3459,0,1,0
3460,2,2,1
3461,2,2,1
3462,2,2,1
3463,0,1,0
3464,16,8,2
3465,2,2,1
3466,12,6,2
3467,2,2,1
3468,16,8,2
3469,2,2,1
3470,16,8,2
3471,9,5,2
3472,16,8,2
3473,9,5,2
3474,16,8,2
3475,2,2,1
3476,2,2,1
3477,36,14,3
3478,16,8,2
3479,2,2,1
3480,16,8,2
3481,80,28,3
3482,108,36,3
3483,16,8,2
3484,16,8,2
3485,80,28,3
3486,144,48,3
3487,80,28,3
3488,2,2,1
3489,0,1,0
3490,9,5,2
3491,0,1,0
3492,0,1,0
3493,2,2,1
3494,9,5,2
3495,0,1,0
3496,2,2,1
3497,2,2,1
3498,50,18,3
3499,2,2,1
3500,2,2,1
3501,2,2,1
3502,80,28,3
3503,9,5,2
3504,16,8,2
3505,2,2,1
3506,16,8,2
3507,9,5,2
3508,2,2,1
3509,16,8,2
3510,16,8,2
3511,9,5,2
3512,16,8,2
3513,16,8,2
3514,108,36,3
3515,80,28,3
3516,9,5,2
3517,9,5,2
3518,80,28,3
3519,56,20,3
3520,9,5,2
3521,0,1,0
3522,0,1,0
3523,2,2,1
3524,2,2,1
3525,2,2,1
3526,0,1,0
3527,2,2,1
3528,2,2,1
3529,0,1,0
3530,2,2,1
3531,2,2,1
3532,80,28,3
3533,9,5,2
3534,9,5,2
3535,50,18,3
3536,16,8,2
3537,9,5,2
3538,2,2,1
3539,16,8,2
3540,2,2,1
3541,36,14,3
3542,2,2,1
3543,16,8,2
3544,2,2,1
3545,9,5,2
3546,16,8,2
3547,16,8,2
3548,80,28,3
3549,460,122,4
3550,80,28,3
3551,520,136,4
3552,2,2,1
3553,0,1,0
3554,2,2,1
3555,2,2,1
3556,0,1,0
3557,2,2,1
3558,2,2,1
3559,2,2,1
3560,0,1,0
3561,0,1,0
3562,9,5,2
3563,2,2,1
3564,9,5,2
3565,9,5,2
3566,80,28,3
3567,50,18,3
3568,16,8,2
3569,2,2,1
3570,2,2,1
3571,36,14,3
3572,2,2,1
3573,16,8,2
3574,2,2,1
3575,36,14,3
3576,2,2,1
3577,2,2,1
3578,16,8,2
3579,36,14,3
3580,36,14,3
3581,36,14,3
3582,36,14,3
3583,312,84,4
3584,50,18,3
3585,2,2,1
3586,2,2,1
3587,2,2,1
3588,9,5,2
3589,2,2,1
3590,0,1,0
3591,0,1,0
3592,9,5,2
3593,0,1,0
3594,2,2,1
3595,0,1,0
3596,80,28,3
3597,2,2,1
3598,2,2,1
3599,9,5,2
3600,12,6,2
3601,16,8,2
3602,2,2,1
3603,2,2,1
3604,2,2,1
3605,9,5,2
3606,0,1,0
3607,0,1,0
3608,2,2,1
3609,2,2,1
3610,2,2,1
3611,0,1,0
3612,16,8,2
3613,16,8,2
3614,2,2,1
3615,9,5,2
3616,108,36,3
3617,16,8,2
3618,80,28,3
3619,16,8,2
3620,16,8,2
3621,16,8,2
3622,9,5,2
3623,2,2,1
3624,16,8,2
3625,2,2,1
3626,36,14,3
3627,2,2,1
3628,144,48,3
3629,16,8,2
3630,80,28,3
3631,80,28,3
3632,108,36,3
3633,16,8,2
3634,16,8,2
3635,80,28,3
3636,16,8,2
3637,16,8,2
3638,2,2,1
3639,9,5,2
3640,16,8,2
3641,2,2,1
3642,16,8,2
3643,9,5,2
3644,80,28,3
3645,9,5,2
3646,9,5,2
3647,56,20,3
3648,9,5,2
3649,2,2,1
3650,0,1,0
3651,0,1,0
3652,16,8,2
3653,12,6,2
3654,2,2,1
3655,2,2,1
3656,2,2,1
3657,2,2,1
3658,2,2,1
3659,0,1,0
3660,16,8,2
3661,16,8,2
3662,2,2,1
3663,9,5,2
3664,2,2,1
3665,9,5,2
3666,0,1,0
3667,0,1,0
3668,2,2,1
3669,50,18,3
3670,2,2,1
3671,2,2,1
3672,0,1,0
3673,9,5,2
3674,2,2,1
3675,0,1,0
3676,2,2,1
3677,80,28,3
3678,2,2,1
3679,9,5,2
3680,16,8,2
3681,16,8,2
3682,9,5,2
3683,2,2,1
3684,16,8,2
3685,108,36,3
3686,80,28,3
3687,16,8,2
3688,2,2,1
3689,16,8,2
3690,36,14,3
3691,2,2,1
3692,16,8,2
3693,144,48,3
3694,80,28,3
3695,80,28,3
3696,16,8,2
3697,16,8,2
3698,2,2,1
3699,9,5,2
3700,16,8,2
3701,108,36,3
3702,16,8,2
3703,80,28,3
3704,2,2,1
3705,16,8,2
3706,16,8,2
3707,9,5,2
3708,9,5,2
3709,80,28,3
3710,9,5,2
3711,56,20,3
3712,80,28,3
3713,2,2,1
3714,9,5,2
3715,2,2,1
3716,16,8,2
3717,16,8,2
3718,9,5,2
3719,2,2,1
3720,80,28,3
3721,9,5,2
3722,50,18,3
3723,9,5,2
3724,144,48,3
3725,16,8,2
3726,80,28,3
3727,80,28,3
3728,16,8,2
3729,16,8,2
3730,9,5,2
3731,2,2,1
3732,2,2,1
3733,80,28,3
3734,9,5,2
3735,2,2,1
3736,9,5,2
3737,80,28,3
3738,50,18,3
3739,9,5,2
3740,16,8,2
3741,144,48,3
3742,80,28,3
3743,80,28,3
3744,80,28,3
3745,9,5,2
3746,56,20,3
3747,9,5,2
3748,9,5,2
3749,80,28,3
3750,56,20,3
3751,9,5,2
3752,36,14,3
3753,36,14,3
3754,312,84,4
3755,36,14,3
3756,80,28,3
3757,80,28,3
3758,584,152,4
3759,460,122,4
3760,144,48,3
3761,16,8,2
3762,80,28,3
3763,80,28,3
3764,16,8,2
3765,144,48,3
3766,80,28,3
3767,80,28,3
3768,80,28,3
3769,80,28,3
3770,520,136,4
3771,460,122,4
3772,80,28,3
3773,80,28,3
3774,460,122,4
3775,584,152,4
3776,9,5,2
3777,0,1,0
3778,0,1,0
3779,2,2,1
3780,2,2,1
3781,2,2,1
3782,0,1,0
3783,2,2,1
3784,2,2,1
3785,0,1,0
3786,2,2,1
3787,2,2,1
3788,80,28,3
3789,9,5,2
3790,9,5,2
3791,50,18,3
3792,2,2,1
3793,2,2,1
3794,0,1,0
3795,2,2,1
3796,0,1,0
3797,9,5,2
3798,0,1,0
3799,2,2,1
3800,0,1,0
3801,2,2,1
3802,2,2,1
3803,2,2,1
3804,9,5,2
3805,80,28,3
3806,9,5,2
3807,50,18,3
3808,16,8,2
3809,2,2,1
3810,9,5,2
3811,16,8,2
3812,2,2,1
3813,16,8,2
3814,9,5,2
3815,16,8,2
3816,2,2,1
3817,2,2,1
3818,36,14,3
3819,16,8,2
3820,80,28,3
3821,80,28,3
3822,460,122,4
3823,520,136,4
3824,16,8,2
3825,2,2,1
3826,2,2,1
3827,36,14,3
3828,2,2,1
3829,16,8,2
3830,2,2,1
3831,36,14,3
3832,2,2,1
3833,2,2,1
3834,16,8,2
3835,36,14,3
3836,36,14,3
3837,36,14,3
3838,36,14,3
3839,312,84,4
3840,520,136,4
3841,16,8,2
3842,16,8,2
3843,16,8,2
3844,80,28,3
3845,16,8,2
3846,2,2,1
3847,2,2,1
3848,80,28,3
3849,2,2,1
3850,16,8,2
3851,2,2,1
3852,460,122,4
3853,9,5,2
3854,9,5,2
3855,36,14,3
3856,108,36,3
3857,144,48,3
3858,16,8,2
3859,16,8,2
3860,16,8,2
3861,80,28,3
3862,2,2,1
3863,2,2,1
3864,16,8,2
3865,16,8,2
3866,16,8,2
3867,2,2,1
3868,80,28,3
3869,80,28,3
3870,9,5,2
3871,36,14,3
3872,108,36,3
3873,16,8,2
3874,144,48,3
3875,16,8,2
3876,16,8,2
3877,16,8,2
3878,16,8,2
3879,2,2,1
3880,16,8,2
3881,2,2,1
3882,80,28,3
3883,2,2,1
3884,80,28,3
3885,9,5,2
3886,80,28,3
3887,36,14,3
3888,864,216,4
3889,108,36,3
3890,108,36,3
3891,520,136,4
3892,108,36,3
3893,108,36,3
3894,12,6,2
3895,50,18,3
3896,108,36,3
3897,12,6,2
3898,108,36,3
3899,50,18,3
3900,520,136,4
3901,50,18,3
3902,50,18,3
3903,312,84,4
3904,80,28,3
3905,16,8,2
3906,2,2,1
3907,2,2,1
3908,144,48,3
3909,108,36,3
3910,16,8,2
3911,16,8,2
3912,16,8,2
3913,16,8,2
3914,16,8,2
3915,2,2,1
3916,80,28,3
3917,80,28,3
3918,9,5,2
3919,36,14,3
3920,16,8,2
3921,80,28,3
3922,2,2,1
3923,2,2,1
3924,16,8,2
3925,520,136,4
3926,16,8,2
3927,16,8,2
3928,2,2,1
3929,80,28,3
3930,16,8,2
3931,2,2,1
3932,9,5,2
3933,460,122,4
3934,9,5,2
3935,36,14,3
3936,16,8,2
3937,16,8,2
3938,16,8,2
3939,2,2,1
3940,16,8,2
3941,108,36,3
3942,144,48,3
3943,16,8,2
3944,2,2,1
3945,16,8,2
3946,80,28,3
3947,2,2,1
3948,9,5,2
3949,80,28,3
3950,80,28,3
3951,36,14,3
3952,108,36,3
3953,108,36,3
3954,12,6,2
3955,50,18,3
3956,108,36,3
3957,864,216,4
3958,108,36,3
3959,520,136,4
3960,12,6,2
3961,108,36,3
3962,108,36,3
3963,50,18,3
3964,50,18,3
3965,520,136,4
3966,50,18,3
3967,312,84,4
3968,80,28,3
3969,2,2,1
3970,16,8,2
3971,2,2,1
3972,16,8,2
3973,16,8,2
3974,16,8,2
3975,2,2,1
3976,144,48,3
3977,16,8,2
3978,108,36,3
3979,16,8,2
3980,80,28,3
3981,9,5,2
3982,80,28,3
3983,36,14,3
3984,16,8,2
3985,16,8,2
3986,16,8,2
3987,2,2,1
3988,2,2,1
3989,80,28,3
3990,16,8,2
3991,2,2,1
3992,16,8,2
3993,144,48,3
3994,108,36,3
3995,16,8,2
3996,9,5,2
3997,80,28,3
3998,80,28,3
3999,36,14,3
4000,16,8,2
4001,2,2,1
4002,80,28,3
4003,2,2,1
4004,2,2,1
4005,16,8,2
4006,80,28,3
4007,2,2,1
4008,16,8,2
4009,16,8,2
4010,520,136,4
4011,16,8,2
4012,9,5,2
4013,9,5,2
4014,460,122,4
4015,36,14,3
4016,108,36,3
4017,12,6,2
4018,108,36,3
4019,50,18,3
4020,12,6,2
4021,108,36,3
4022,108,36,3
4023,50,18,3
4024,108,36,3
4025,108,36,3
4026,864,216,4
4027,520,136,4
4028,50,18,3
4029,50,18,3
4030,520,136,4
4031,312,84,4
4032,460,122,4
4033,9,5,2
4034,9,5,2
4035,36,14,3
4036,80,28,3
4037,80,28,3
4038,9,5,2
4039,36,14,3
4040,80,28,3
4041,9,5,2
4042,80,28,3
4043,36,14,3
4044,584,152,4
4045,56,20,3
4046,56,20,3
4047,312,84,4
4048,80,28,3
4049,80,28,3
4050,9,5,2
4051,36,14,3
4052,9,5,2
4053,460,122,4
4054,9,5,2
4055,36,14,3
4056,9,5,2
4057,80,28,3
4058,80,28,3
4059,36,14,3
4060,56,20,3
4061,584,152,4
4062,56,20,3
4063,312,84,4
4064,80,28,3
4065,9,5,2
4066,80,28,3
4067,36,14,3
4068,9,5,2
4069,80,28,3
4070,80,28,3
4071,36,14,3
4072,9,5,2
4073,9,5,2
4074,460,122,4
4075,36,14,3
4076,56,20,3
4077,56,20,3
4078,584,152,4
4079,312,84,4
4080,520,136,4
4081,50,18,3
4082,50,18,3
4083,312,84,4
4084,50,18,3
4085,520,136,4
4086,50,18,3
4087,312,84,4
4088,50,18,3
4089,50,18,3
4090,520,136,4
4091,312,84,4
4092,312,84,4
4093,312,84,4
4094,312,84,4
4095,2376,504,5
